State,City,Practice Area,Firm Name,Latitude,Longitude
Ohio,Columbus,Real Estate,Goldman Braunstein Stahler Kenter LLP,39.9862,-82.9855
Ohio,Cincinnati,Trusts & Estates,Graf Coyne,39.1031,-84.512
Ohio,Cleveland,Trusts & Estates,"James Bart Leonardi, LLC",41.4764,-81.6805
Ohio,Cincinnati,Intellectual Property,Jenei LLC,39.1031,-84.512
Ohio,Cleveland,Personal Injury,Kalish Law Firm,41.4764,-81.6805
Ohio,Cleveland,Litigation: General Commercial,Karon LLC,41.4764,-81.6805
Ohio,Cleveland,Litigation: General Commercial,Kaufman Drozdowski & Grendell,41.4764,-81.6805
Ohio,Cleveland,Intellectual Property,Keener & Associates,41.4764,-81.6805
Ohio,Cleveland,Litigation: General Commercial,Lipson O'Shea Legal Group,41.4764,-81.6805
Ohio,Cincinnati,Corporate/Commercial,Manley Burke,39.1031,-84.512
Ohio,Cleveland,Litigation: General Commercial,Mansour Gavin LPA,41.4764,-81.6805
Ohio,Cincinnati,Litigation: General Commercial,"Markovits, Stock & Demarco LLC",39.1031,-84.512
Ohio,Cleveland,Litigation: General Commercial,Matasar Jacobs,41.4764,-81.6805
Ohio,Cleveland,Trusts & Estates,"McCarthy, Lebit, Crystal & Liffman Co., LPA",41.4764,-81.6805
Ohio,Cleveland,Labor & Employment,"McCarthy, Lebit, Crystal & Liffman Co., LPA",41.4764,-81.6805
Ohio,Cleveland,Corporate/Commercial,"McCarthy, Lebit, Crystal & Liffman Co., LPA",41.4764,-81.6805
Ohio,Cleveland,Real Estate,"MixterLaw, LLC",41.4764,-81.6805
Ohio,Cleveland,Immigration,MJB Immigration,41.4764,-81.6805
Ohio,Columbus,Labor & Employment,"Mowery Youell & Galeano, Ltd.",39.9862,-82.9855
Ohio,Columbus,Corporate/Commercial,Peterson Law LLP,39.9862,-82.9855
Ohio,Youngstown,Corporate/Commercial,Petrony Law LLC,41.0998,-80.6495
Ohio,Dayton,Trusts & Estates,Pickrel Schaeffer & Ebeling,39.7805,-84.2003
Ohio,Dayton,Litigation: General Commercial,Pickrel Schaeffer & Ebeling,39.7805,-84.2003
Ohio,Akron,Litigation: General Commercial,Plakas Mannos,41.0814,-81.519
Ohio,Cleveland,Insurance,"Rathbone Group, LLC",41.4764,-81.6805
Ohio,Cleveland,Labor & Employment,RBS Law,41.4764,-81.6805
Ohio,Cincinnati,Intellectual Property,Rooney IP,39.1031,-84.512
Ohio,Cleveland,Insurance,"Rutter & Russin, LLC",41.4764,-81.6805
Ohio,Akron,Intellectual Property,"Sand, Sebolt & Wernow",41.0814,-81.519
Ohio,Dayton,Litigation: General Commercial,Sebaly Shillito + Dyer,39.7805,-84.2003
Ohio,Cleveland,Insurance,"Seeley, Savidge, Evert & Gourash Co., LPA",41.4764,-81.6805
Ohio,Cleveland,Real Estate,Sikora Law,41.4764,-81.6805
Ohio,Cleveland,Labor & Employment,"Sobel, Wade & Mapley",41.4764,-81.6805
Ohio,Akron,Litigation: General Commercial,Stark & Knoll,41.0814,-81.519
Ohio,Columbus,Corporate/Commercial,Stevens Law Firm,39.9862,-82.9855
Ohio,Cincinnati,Corporate/Commercial,Strauss Troy,39.1031,-84.512
Ohio,Cincinnati,Real Estate,Strauss Troy,39.1031,-84.512
Ohio,Cincinnati,Real Estate,"Suder, LLC",39.1031,-84.512
Ohio,Cleveland,Personal Injury,Sutter O'Connell Co,41.4764,-81.6805
Ohio,Toledo,White-Collar Crime & Government Investigations,The Kerger Law Firm,41.6639,-83.5552
Ohio,Bellefontaine,Litigation: General Commercial,"Thompson, Dunlap & Heydinger, Ltd.,",40.3612,-83.7597
Ohio,Bellefontaine,Corporate/Commercial,"Thompson, Dunlap & Heydinger, Ltd.,",40.3612,-83.7597
Ohio,Cleveland,Corporate/Commercial,"Thrasher, Dinsmore & Dolan",41.4764,-81.6805
Ohio,Cleveland,Litigation: General Commercial,"Thrasher, Dinsmore & Dolan",41.4764,-81.6805
Ohio,Cleveland,Construction,Truax Law Group,41.4764,-81.6805
Ohio,Toledo,Litigation: General Commercial,"Turley, Peppel & Christen LLC",41.6639,-83.5552
Ohio,Cleveland,Healthcare,Vanguard Health Law,41.4764,-81.6805
Ohio,Cleveland,Corporate/Commercial,Wickens Herzer Panza,41.4764,-81.6805
Ohio,Cleveland,Litigation: General Commercial,Wickens Herzer Panza,41.4764,-81.6805
Ohio,Columbus,Litigation: General Commercial,Zagrans Law Firm,39.9862,-82.9855
Ohio,Columbus,Corporate/Commercial,Zaino Law Group,39.9862,-82.9855
Ohio,Cleveland,Labor & Employment,Zashin & Rich,41.4764,-81.6805
Ohio,Cleveland,Labor & Employment,Zimon LLC,41.4764,-81.6805
Pennsylvania,Philadelphia,Tax,August Tax Law,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: Securities,"Barrack, Rodos & Bacine",39.9526,-75.1652
Pennsylvania,Philadelphia,Antitrust,"Boni, Zack & Snyder LLC",39.9526,-75.1652
Pennsylvania,Lancaster,Corporate/Commercial,Brubaker Connaughton Goss & Lucarelli LLC,40.0379,-76.3055
Pennsylvania,Harrisburg,Corporate/Commercial,Bybel Rutledge LLP,40.2732,-76.8867
Pennsylvania,Harrisburg,Labor & Employment,Bybel Rutledge LLP,40.2732,-76.8867
Pennsylvania,Philadelphia,Intellectual Property,"Caesar Rivise, PC",39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Chimicles Schwartz Kriner & Donaldson-Smith LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Municipal Law,Clarke Gallagher Barbiero Amuso & Glassman Law,39.9526,-75.1652
Pennsylvania,Pittsburgh,Corporate/Commercial,Cozza Law Group PLLC,40.4406,-79.9959
Pennsylvania,Philadelphia,White-Collar Crime & Government Investigations,Dailey LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Dailey LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,"Elliott Greenleaf, P.C.",39.9526,-75.1652
Pennsylvania,Allentown,Real Estate,Fitzpatrick Lentz & Bubba,40.6084,-75.4902
Pennsylvania,Allentown,Corporate/Commercial,Fitzpatrick Lentz & Bubba,40.6084,-75.4902
Pennsylvania,Bethlehem,Litigation: General Commercial,"Hahalis & Kounoupis, P.C.",40.6259,-75.3705
Pennsylvania,Bethlehem,Corporate/Commercial,"Hahalis & Kounoupis, P.C.",40.6259,-75.3705
Pennsylvania,Philadelphia,Municipal Law,"Hamburg Rubin Mullin Maxwell & Lupin, PC.",39.9526,-75.1652
Pennsylvania,Philadelphia,Municipal Law,High Swartz LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Corporate/Commercial,High Swartz LLP,39.9526,-75.1652
Pennsylvania,Allentown,Labor & Employment,Hoffman & Hlavac,40.6084,-75.4902
Pennsylvania,Pittsburgh,Litigation: General Commercial,"Jones Gregg Creehan & Gerace, LLP",40.4406,-79.9959
Pennsylvania,Erie,Trusts & Estates,"Knox McLaughlin Gornall & Sennett, PC",42.1292,-80.0851
Pennsylvania,Erie,Corporate/Commercial,"Knox McLaughlin Gornall & Sennett, PC",42.1292,-80.0851
Pennsylvania,Philadelphia,Corporate/Commercial,Lamb McErlane PC,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Lamb McErlane PC,39.9526,-75.1652
Pennsylvania,Philadelphia,Corporate/Commercial,Lauletta Birnbaum LLC,39.9526,-75.1652
Pennsylvania,Philadelphia,White-Collar Crime & Government Investigations,Law Offices of Mark M. Lee LLC,39.9526,-75.1652
Pennsylvania,Philadelphia,Trusts & Estates,Lex Nova Law,39.9526,-75.1652
Pennsylvania,Philadelphia,Corporate/Commercial,Lex Nova Law LLC,39.9526,-75.1652
Pennsylvania,Pittsburgh,Labor & Employment,Marcus & Shapira,40.4406,-79.9959
Pennsylvania,Pittsburgh,Litigation: General Commercial,Marcus & Shapira,40.4406,-79.9959
Pennsylvania,Philadelphia,Corporate/Commercial,McCausland Keen & Buckman,39.9526,-75.1652
Pennsylvania,Philadelphia,Real Estate,McCausland Keen & Buckman,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Miller Shah,39.9526,-75.1652
Pennsylvania,Philadelphia,Franchising,Mullin Law,39.9526,-75.1652
Pennsylvania,Scranton,Litigation: General Commercial,Myers Brier & Kelly LLP,41.4089,-75.6624
Pennsylvania,Scranton,White-Collar Crime & Government Investigations,Myers Brier & Kelly LLP,41.4089,-75.6624
Pennsylvania,Pittsburgh,Litigation: General Commercial,OGC Law,40.4406,-79.9959
Pennsylvania,Philadelphia,Labor & Employment,Paisner Litvin Hauser,39.9526,-75.1652
Pennsylvania,Philadelphia,Transportation,Palmer Biezup & Henderson LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Corporate/Commercial,Pauciulo Law Firm,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Rawle & Henderson LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Corporate/Commercial,Reger Rizzo Darnall LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Reger Rizzo Darnall LLP,39.9526,-75.1652
Pennsylvania,Philadelphia,Healthcare,Sansweet Dearden & Burke,39.9526,-75.1652
Pennsylvania,Philadelphia,Antitrust,Spector Roseman & Kodroff P.C.,39.9526,-75.1652
Pennsylvania,Philadelphia,Medical Malpractice,"The Weitz Firm, LLC",39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Tucker Law Group,39.9526,-75.1652
Pennsylvania,Scranton,Labor & Employment,"Ufberg & Associates, LLP",41.4089,-75.6624
Pennsylvania,Philadelphia,Municipal Law,Unruh Turner Burke & Frees,39.9526,-75.1652
Pennsylvania,Philadelphia,Real Estate,Unruh Turner Burke & Frees,39.9526,-75.1652
Pennsylvania,Philadelphia,Litigation: General Commercial,Wade Clark Mulcahy LLP.,39.9526,-75.1652
Pennsylvania,Philadelphia,Environment,"Warren Environmental Counsel, LLC.",39.9526,-75.1652
Pennsylvania,Pittsburgh,Trusts & Estates,"Williams Coulson Johnson Lloyd Parker & Tedesco, LLC",40.4406,-79.9959
Pennsylvania,Philadelphia,Litigation: General Commercial,Wong Fleming PC,39.9526,-75.1652
Pennsylvania,Philadelphia,Medical Malpractice,Youman & Caputo LLC,39.9526,-75.1652
Pennsylvania,Philadelphia,Insurance,Zarwin Baum DeVito Kaplan Schaer Toddy P.C.,39.9526,-75.1652
Massachusetts,Boston,Labor & Employment,Arrowood LLP,42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,Arrowood LLP,42.3601,-71.0589
Massachusetts,Boston,Bankruptcy/Restructuring,Ascendant Law Group LLC,42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,Ascendant Law Group LLC,42.3601,-71.0589
Massachusetts,Boston,Labor & Employment,Barrow Lent,42.3601,-71.0589
Massachusetts,Boston,Labor & Employment,Beck Reed Riden LLP,42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,Beck Reed Riden LLP,42.3601,-71.0589
Massachusetts,Boston,Tax,Blais Halpert Tax Partners LLP,42.3601,-71.0589
Massachusetts,Boston,Intellectual Property,"Blueshift IP, LLC",42.3601,-71.0589
Massachusetts,Boston,International Trade,Bock Trade Law,42.3601,-71.0589
Massachusetts,Boston,Technology,Boston Technology Law,42.3601,-71.0589
Massachusetts,Boston,Insurance,Burns & Farrey,42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,Cetrulo LLP,42.3601,-71.0589
Massachusetts,Pittsfield,Corporate/Commercial,Cohen Kinne Valicenti & Cook,42.4501,-73.2454
Massachusetts,Boston,Real Estate,D'Ambrosio LLP,42.3601,-71.0589
Massachusetts,Boston,Intellectual Property,Danielson Legal,42.3601,-71.0589
Massachusetts,Boston,White-Collar Crime & Government Investigations,"Dhar Law, LLP",42.3601,-71.0589
Massachusetts,Boston,Antitrust,Downey Law LLC,42.3601,-71.0589
Massachusetts,Boston,Transportation,"Eckland & Blando, LLP",42.3601,-71.0589
Massachusetts,Cape Cod & Islands,Litigation: General Commercial,"Gargiulo / Rudnick, LLP",41.7003,-70.3002
Massachusetts,Boston,Corporate/Commercial,Gleason & Gleason,42.3601,-71.0589
Massachusetts,Boston,Labor & Employment,Greene & Hafer,42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,Hamel Marcin Dunn Reardon & Shea PC,42.3601,-71.0589
Massachusetts,Boston,Intellectual Property,"Hamilton Brook Smith & Reynolds, PC",42.3601,-71.0589
Massachusetts,Boston,Corporate/Commercial,JAB Law,42.3601,-71.0589
Massachusetts,Boston,Intellectual Property,JAB Law,42.3601,-71.0589
Massachusetts,Boston,Corporate/Commercial,Lucendo LLP,42.3601,-71.0589
Massachusetts,Boston,Medical Malpractice,"Martin, Magnuson, McCarthy & Kenney",42.3601,-71.0589
Massachusetts,Boston,Products Liability,"Martin, Magnuson, McCarthy & Kenney",42.3601,-71.0589
Massachusetts,Boston,Labor & Employment,"NESENOFF & MILTENBERG, LLP",42.3601,-71.0589
Massachusetts,Boston,Construction,"Noble, Wickersham & Heart LLP",42.3601,-71.0589
Massachusetts,Boston,Environment,"Noble, Wickersham & Heart LLP",42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,Nystrom Beckman & Paris LLP,42.3601,-71.0589
Massachusetts,Boston,White-Collar Crime & Government Investigations,Nystrom Beckman & Paris LLP,42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,O'Connor Carnathan & Mack,42.3601,-71.0589
Massachusetts,Boston,Corporate/Commercial,Peak Corporate Counsel,42.3601,-71.0589
Massachusetts,Boston,White-Collar Crime & Government Investigations,Pollack Solomon Duffy LLP,42.3601,-71.0589
Massachusetts,Cape Cod & Islands,Real Estate,"Reynolds, Rappaport, Kaplan & Hackney, LLC",41.7003,-70.3002
Massachusetts,Boston,Corporate/Commercial,Rich May PC,42.3601,-71.0589
Massachusetts,Boston,Energy & Natural Resources,Rich May PC,42.3601,-71.0589
Massachusetts,Boston,Litigation: General Commercial,Rudolph Friedmann LLP,42.3601,-71.0589
Massachusetts,Boston,Corporate/Commercial,Sassoon Cymrot,42.3601,-71.0589
Massachusetts,Worcester,Corporate/Commercial,Seder & Chandler LLP,42.2626,-71.8023
Massachusetts,Worcester,Trusts & Estates,Seder & Chandler LLP,42.2626,-71.8023
Massachusetts,Boston,Labor & Employment,"Segal Roitman, LLP",42.3601,-71.0589
Massachusetts,Springfield,Corporate/Commercial,"Shatz, Schwartz and Fentin",42.1015,-72.5898
Massachusetts,Springfield,Trusts & Estates,"Shatz, Schwartz and Fentin",42.1015,-72.5898
Massachusetts,Boston,Litigation: General Commercial,"Siden & Associates, P.C.",42.3601,-71.0589
Massachusetts,Boston,Intellectual Property,Smith Baluch LLP,42.3601,-71.0589
Massachusetts,Boston,White-Collar Crime & Government Investigations,The Goldstein Law Firm,42.3601,-71.0589
Massachusetts,Springfield,Labor & Employment,The Royal Law Firm,42.1015,-72.5898
Massachusetts,Boston,Litigation: General Commercial,Tymann Davis & Duffy LLP,42.3601,-71.0589
Massachusetts,Boston,Real Estate,Tymann Davis & Duffy LLP,42.3601,-71.0589
Massachusetts,Boston,Trusts & Estates,Wilchins Cosentino & Novins LLP.,42.3601,-71.0589
Massachusetts,Boston,Labor & Employment,Zalkind Duncan & Bernstein,42.3601,-71.0589
Georgia,Atlanta,Healthcare,Aligned Health Law,33.749,-84.388
Georgia,Atlanta,Corporate/Commercial,"Aspire Law, Inc.",33.749,-84.388
Georgia,Atlanta,Medical Malpractice,Blaska Holm LLC,33.749,-84.388
Georgia,Atlanta,Products Liability,Carroll & Weiss,33.749,-84.388
Georgia,Atlanta,Litigation: General Commercial,Cohan & Levy,33.749,-84.388
Georgia,Atlanta,Immigration,"Cornejo & Cornejo, LLP",33.749,-84.388
Georgia,Atlanta,Litigation: General Commercial,"Councill, Gunnemann & Chally, LLC",33.749,-84.388
Georgia,Atlanta,Appellate Law,Cross Kincaid Baskam,33.749,-84.388
Georgia,Atlanta,Trusts & Estates,Dearth Law,33.749,-84.388
Georgia,Atlanta,Antitrust,"Edward C. Konieczny, LLC",33.749,-84.388
Georgia,Atlanta,Intellectual Property,ELIGON IP.,33.749,-84.388
Georgia,Atlanta,Environment,Evans Bowers,33.749,-84.388
Georgia,Atlanta,Corporate/Commercial,"Friend, Hudak & Harris, LLP",33.749,-84.388
Georgia,Augusta,Litigation: General Commercial,Fulcher Hagler LLP,33.4735,-81.9748
Georgia,Atlanta,Trusts & Estates,Galat Law Group,33.749,-84.388
Georgia,Atlanta,Environment,"GreenMark Law, LLC",33.749,-84.388
Georgia,Atlanta,White-Collar Crime & Government Investigations,"Guilmette Henderson, LLC",33.749,-84.388
Georgia,Atlanta,Healthcare,"Health Law Associates, LLC",33.749,-84.388
Georgia,Atlanta,Healthcare,"Health Law Strategists, LLC",33.749,-84.388
Georgia,Atlanta,Real Estate,"Hecht Walker Jordan, P.C.",33.749,-84.388
Georgia,Homerville,Medical Malpractice,Helms Law Firm,31.036,-82.7479
Georgia,Atlanta,Intellectual Property,Herman Jones LLP,33.749,-84.388
Georgia,Atlanta,Litigation: Securities,Herman Jones LLP,33.749,-84.388
Georgia,Atlanta,Litigation: General Commercial,"Ichter Davis, LLC",33.749,-84.388
Georgia,Fayetteville,Intellectual Property,Innventiva,33.4487,-84.4549
Georgia,Marietta,Litigation: Securities,"Johnson Fistel, LLP",33.9526,-84.5499
Georgia,Atlanta,Intellectual Property,Knowles Intellectual Property Strategies LLC,33.749,-84.388
Georgia,Atlanta,Real Estate,"McLAIN & MERRITT, P.C.",33.749,-84.388
Georgia,Atlanta,Trusts & Estates,"MendenFreiman, LLP",33.749,-84.388
Georgia,Atlanta,Trusts & Estates,"Morgan and DiSalvo, P.C.",33.749,-84.388
Georgia,Columbus,Real Estate,"Page, Scrantom, Sprouse, Tucker & Ford, PC",32.4609,-84.9877
Georgia,Columbus,Trusts & Estates,"Page, Scrantom, Sprouse, Tucker & Ford, PC",32.4609,-84.9877
Georgia,Atlanta,Intellectual Property,"Powell IP Law, LLC",33.749,-84.388
Georgia,Atlanta,Labor & Employment,Stanton Law.,33.749,-84.388
Georgia,Macon,Bankruptcy/Restructuring,Stone & Baxter,32.8407,-83.6324
Georgia,Macon,Construction,Stone & Baxter,32.8407,-83.6324
Georgia,Atlanta,Environment,Sweetnam Schuster & Schwartz,33.749,-84.388
Georgia,Atlanta,Litigation: General Commercial,Sweetnam Schuster & Schwartz,33.749,-84.388
Georgia,Atlanta,Medical Malpractice,The Weathington Firm Attorneys At Law,33.749,-84.388
Georgia,Atlanta,Intellectual Property,Thomas | Horstemeyer LLP,33.749,-84.388
Georgia,Atlanta,Corporate/Commercial,Thrift McLemore,33.749,-84.388
Georgia,Atlanta,Corporate/Commercial,Wargo French Singer,33.749,-84.388
Georgia,Atlanta,Litigation: General Commercial,Wargo French Singer,33.749,-84.388
Georgia,Atlanta,Immigration,Weinstock Immigration Lawyers,33.749,-84.388
Georgia,Atlanta,Real Estate,"Williams Teusink, LLC",33.749,-84.388
Georgia,Atlanta,Litigation: General Commercial,"Winter Capriola Zenner, LLC",33.749,-84.388
New York,New York,Litigation: Securities,"Abraham, Fruchter & Twersky, LLP",40.7128,-74.006
New York,New York,Real Estate,"Adam Leitman Bailey, P.C.",40.7128,-74.006
New York,New York,Media & Entertainment,Adwar Ivko,40.7128,-74.006
New York,New York,Litigation: General Commercial,Allegaert Berger & Vogel LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Amini LLC,40.7128,-74.006
New York,New York,Immigration,Anderson & Associates,40.7128,-74.006
New York,New York,Corporate/Commercial,Aragon Partners LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Arkin Solbakken LLP,40.7128,-74.006
New York,New York,Bankruptcy/Restructuring,ASK LLP,40.7128,-74.006
New York,New York,Litigation: Mass Torts,ASK LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Bailey Duquette P.C.,40.7128,-74.006
New York,New York,Corporate/Commercial,Bailey Duquette P.C.,40.7128,-74.006
New York,Long Island,Litigation: General Commercial,"Barnes & Barnes, P.C.",40.7891,-73.135
New York,New York,Litigation: Securities,"Barrack, Rodos & Bacine",40.7128,-74.006
New York,New York,Labor & Employment,Barton LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Baughman Kroup Bosse PLLC,40.7128,-74.006
New York,New York,Media & Entertainment,Baum LLC,40.7128,-74.006
New York,New York,Media & Entertainment,"bebry law, llc",40.7128,-74.006
New York,New York,Corporate/Commercial,"Becker, Glynn, Muffly, Chassin & Hosinski LLP",40.7128,-74.006
New York,New York,Litigation: General Commercial,"Becker, Glynn, Muffly, Chassin & Hosinski LLP",40.7128,-74.006
New York,Albany,Labor & Employment,Bell Law Group,42.6526,-73.7562
New York,New York,Antitrust,Benedict Law Group PLLC,40.7128,-74.006
New York,New York,Labor & Employment,Berke-Weiss Law,40.7128,-74.006
New York,New York,Corporate/Commercial,Berlandi Nussbaum & Reitzas LLP,40.7128,-74.006
New York,New York,Insurance,Biedermann Hoenig Semprevivo,40.7128,-74.006
New York,New York,Corporate/Commercial,"Bierce & Kenerson, P.C.",40.7128,-74.006
New York,New York,Litigation: General Commercial,Binder & Schwartz LLP,40.7128,-74.006
New York,New York,Bankruptcy/Restructuring,Binder & Schwartz LLP,40.7128,-74.006
New York,Westchester,Trusts & Estates,"Bleakley Platt & Schmidt, LLP",41.122,-73.7949
New York,New York,Litigation: General Commercial,Bloch & White LLP,40.7128,-74.006
New York,Buffalo,Real Estate,"Block, Longo, LaMarca & Brzezinski, P.C.",42.9018,-78.8487
New York,New York,Intellectual Property,Bochner PLLC,40.7128,-74.006
New York,New York,Antitrust,Bona Law PC,40.7128,-74.006
New York,New York,Technology & Outsourcing,Bortstein Legal Group,40.7128,-74.006
New York,Syracuse,Corporate/Commercial,Bousquet Holstein PLLC,43.0481,-76.1474
New York,New York,Corporate/Commercial,Bowery Legal,40.7128,-74.006
New York,New York,Startups & Emerging Companies,Bowery Legal,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,Bradford Edwards LLP,40.7128,-74.006
New York,New York,Antitrust,Bradford Edwards LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Brewer Attorneys & Counselors,40.7128,-74.006
New York,New York,Fintech,Brogan Law,40.7128,-74.006
New York,Ithaca,Intellectual Property,"Brown & Michaels, PC",42.4439,-76.5019
New York,New York,Corporate/Commercial,Buhler Duggal & Henry LLP,40.7128,-74.006
New York,New York,Startups & Emerging Companies,Buhler Duggal & Henry LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,BurgherGray LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,"Bursor & Fisher, P.A.",40.7128,-74.006
New York,New York,Immigration,Cammisa Markel PLLC,40.7128,-74.006
New York,Albany,Real Estate,"Cannon Heyman & Weiss, LLP",42.6526,-73.7562
New York,New York,Intellectual Property,"Carob Law, P.C.",40.7128,-74.006
New York,New York,Labor & Employment,Cerasia Law LLC,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,"César de Castro, P.C.",40.7128,-74.006
New York,New York,Securities,Charles Law PLLC,40.7128,-74.006
New York,New York,Intellectual Property,Cittone Demers & Arneri,40.7128,-74.006
New York,New York,Litigation: General Commercial,CM Law PLLC,40.7128,-74.006
New York,New York,Real Estate,Cohen Liuzzo.,40.7128,-74.006
New York,New York,Labor & Employment,Cohen Weiss & Simon LLP,40.7128,-74.006
New York,Westchester,Litigation: General Commercial,Coviello Weber & Dahill LLP,41.122,-73.7949
New York,Westchester,Corporate/Commercial,Coviello Weber & Dahill LLP,41.122,-73.7949
New York,New York,Corporate/Commercial,Crowley Law LLC,40.7128,-74.006
New York,New York,Labor & Employment,Crumiller P.C.,40.7128,-74.006
New York,Westchester,Real Estate,Cuddy & Feder LLP,41.122,-73.7949
New York,Long Island,Technology,Cytowski & Partners,40.7891,-73.135
New York,New York,International Arbitration,Dan Tan Law,40.7128,-74.006
New York,New York,Fintech,Davidson Firm PLLC,40.7128,-74.006
New York,Long Island,Immigration,Davidson Law Group,40.7891,-73.135
New York,New York,Corporate/Commercial,DBM Legal Services LLC,40.7128,-74.006
New York,Westchester,Real Estate,"DelBello Donnellan Weingarten Wise & Wiederkehr, LLP",41.122,-73.7949
New York,New York,Privacy & Data Security,"DeMarco Law, LLC",40.7128,-74.006
New York,Westchester,Litigation: General Commercial,Dorf Nelson & Zauderer LLP,41.122,-73.7949
New York,New York,Corporate/Commercial,Drohan Lee LLP,40.7128,-74.006
New York,New York,International Arbitration,Dunning Vallejo & MacDonald LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Dunning Vallejo & MacDonald LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Dunning Vallejo & MacDonald LLP,40.7128,-74.006
New York,New York,Franchising,Einbinder & Dunn LLP,40.7128,-74.006
New York,New York,Labor & Employment,Eisenberg & Schnell LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Ellis Law Group LLC,40.7128,-74.006
New York,New York,Startups & Emerging Companies,Ellis Law Group LLC,40.7128,-74.006
New York,New York,Trusts & Estates,Elman Freiberg,40.7128,-74.006
New York,New York,Professional Liability,Elman Freiberg,40.7128,-74.006
New York,New York,Banking & Finance,"Emmet, Marvin & Martin LLP",40.7128,-74.006
New York,New York,Bankruptcy/Restructuring,"Emmet, Marvin & Martin LLP",40.7128,-74.006
New York,New York,Intellectual Property,Epstein Drangel LLP,40.7128,-74.006
New York,Westchester,White-Collar Crime & Government Investigations,EPT Legal,41.122,-73.7949
New York,New York,Intellectual Property,ESCA Legal,40.7128,-74.006
New York,Long Island,Tax,Falcon Rappaport & Berkman LLP,40.7891,-73.135
New York,Long Island,Corporate/Commercial,Falcon Rappaport & Berkman LLP,40.7891,-73.135
New York,New York,Media & Entertainment,Falls Cousel PLLC,40.7128,-74.006
New York,New York,Startups & Emerging Companies,Falls Cousel PLLC,40.7128,-74.006
New York,New York,Labor & Employment,Faruqi & Faruqi,40.7128,-74.006
New York,New York,Real Estate,Federman Steifman LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,"Felicello Law, P.C.",40.7128,-74.006
New York,New York,Litigation: General Commercial,Fishkin Lucks LLP,40.7128,-74.006
New York,New York,Transportation,"Fitzpatrick, Hunt & Pagano, LLP",40.7128,-74.006
New York,Long Island,Real Estate,Forchelli Deegan Terrana LLP,40.7891,-73.135
New York,New York,Corporate/Commercial,ForsterBoughman,40.7128,-74.006
New York,New York,Litigation: General Commercial,Fox Horan & Camerini LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Fox Horan & Camerini LLP,40.7128,-74.006
New York,New York,Labor & Employment,Friedman & Anspach,40.7128,-74.006
New York,New York,Healthcare,Frier Levitt,40.7128,-74.006
New York,New York,Antitrust,Garwin Gerstein & Fisher LLP,40.7128,-74.006
New York,New York,Intellectual Property,Gemini Law LLP,40.7128,-74.006
New York,New York,Construction,Goetz Platzer,40.7128,-74.006
New York,New York,Real Estate,Goldfarb & Fleece LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Golenbock Eiseman Assor Bell & Peskoe LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Golenbock Eiseman Assor Bell & Peskoe LLP,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,Gottlieb Townsend,40.7128,-74.006
New York,New York,Intellectual Property,"Gottlieb, Rackman & Reisman, P.C.",40.7128,-74.006
New York,New York,Technology,Gouchev Law PLLC.,40.7128,-74.006
New York,New York,Intellectual Property,Grant Attorneys at Law PLLC,40.7128,-74.006
New York,New York,Trusts & Estates,"Grant, Herrmann, Schwartz & Klinger LLP",40.7128,-74.006
